image_path,label
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00175.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00176.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00178.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00179.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00180.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00181.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00182.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00183.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00184.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00185.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00186.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00187.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00188.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00189.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00190.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00191.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00192.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00193.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00194.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00196.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00197.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00198.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00199.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust002.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0020.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00201.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00203.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00205.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00206.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00207.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00209.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0021.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust00210.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0022.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0024.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0025.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0026.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0028.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0029.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust003.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0030.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0031.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0033.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0034.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0035.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0037.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0039.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust004.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0040.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0042.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0043.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0044.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0045.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0046.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0047.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0048.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust005.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0051.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0052.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0053.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0055.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0056.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0057.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0058.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0059.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust006.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0061.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0062.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0063.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0064.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0065.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0066.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0067.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0068.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0069.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0070.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0071.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0072.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0073.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0075.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0076.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0077.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0078.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0079.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0080.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0081.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0082.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0084.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0085.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0086.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0087.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0089.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust009.jpeg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0090.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0091.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0092.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0094.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0096.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0097.png,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0098.jpg,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Aloe Rust/processed_img_Aloe Rust0099.JPG,Aloe Rust
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0010.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00100.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00102.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00103.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00104.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00105.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00106.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00108.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00109.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0011.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00110.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00111.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00113.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00114.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00115.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00116.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00117.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00118.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0012.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00120.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00121.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00122.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00123.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00124.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00125.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00126.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00127.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00128.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00129.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0013.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00130.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00131.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00132.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00134.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00135.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00136.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00137.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00138.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00139.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0014.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00142.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00143.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00144.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00145.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00146.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00147.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00148.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00149.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0015.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00151.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00152.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00153.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00154.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00155.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00156.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00157.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00158.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00159.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0016.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00161.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00162.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00163.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00164.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00165.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00166.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00168.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00169.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0017.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00170.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00171.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00172.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00173.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00174.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00175.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00177.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00178.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0018.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00180.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00182.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00184.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00186.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00187.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00188.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0019.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00190.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00191.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00192.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00193.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00195.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00196.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00197.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00198.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00199.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose002.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0020.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00200.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00201.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00202.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00205.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00207.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00209.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00210.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00213.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00215.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00216.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00217.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00218.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00219.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0022.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00220.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00221.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00222.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00223.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00224.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00225.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00226.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00227.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0023.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00231.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00232.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00233.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00234.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00236.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00238.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00239.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0024.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00241.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00243.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00244.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00245.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00246.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00247.png,Anthracnose
